crosswalk_id,seed,experiment_mode,scenario_name,demand_profile,sim_duration_sec,warmup_sec,candidate_csv,net_file,output_dir,manifest_row_role,manifest_crosswalk_id,include_vehicles,metric_sample_interval_s,vehicle_sample_interval_s,traci_step_length,traffic_measure_radius_m,extension_increment,max_extensions,ped_repeat_count,ped_repeat_spacing_sec,phase_aligned_ped_depart,veh_per_hour,veh_source,vehicle_flow_scale,total_vehicle_flow_vph,total_vehicle_count_600s,expected_vehicle_count_for_duration,vehicle_demand_expected,vehicle_type,passenger_ratio,allocation_basis,vehicle_type_split,road_group,road_name,road_group_type,edge_group_mapping_status,network_edge_group,road_allocated_count_600s,road_allocated_flow_vph,pedestrian_scale,pedestrian_count_600s,generated_pedestrian_count,normal_pedestrian_count,elderly_pedestrian_count,slow_elderly_pedestrian_count,generated_vehicle_count,vehicle_route_count,unique_vehicle_route_count,duplicate_factor,unique_vehicle_route_ratio,used_vehicle_edges,route_bbox_area_ratio,major_road_flow_coverage,generated_vehicle_route_file,generated_vehicle_trip_file,vehicle_net_file,route_file_sha256,trip_file_sha256,ped_file_sha256,net_file_sha256,demand_reused,demand_reused_from,demand_reuse_reason,unique_depart_edges,unique_arrival_edges,unique_route_edges,network_edge_coverage_ratio,network_vehicle_edge_coverage_ratio,pedestrian_scale_source,ped_lambda,elderly_ratio,elderly_ratio_source,slow_elderly_share_within_elderly,ped_count,pedestrian_arrival_rate_multiplier,vehicle_volume_multiplier,walking_speed_profile,normal_ped_speed_mps,elderly_ped_speed_mps,slow_elderly_ped_speed_mps,generated_pedestrian_route_file,generated_pedestrian_alias_file,generated_vehicle_trip_count,generated_vehicle_route_count,generated_pedestrian_route_count,generated_pedestrian_walk_count
BASELINE_P1_P4_RECOVERY_6,7,sampled,main_realistic_stress,main_realistic_stress,600,0,/Users/iseclient1/sumo-simulation/result/active/real_30seed_runs_sampled10/manifests/p1_p4_recovery_6_candidates.csv,/Users/iseclient1/sumo-simulation/result/active/nets/p1_p4_recovery_6.net.xml,/Users/iseclient1/sumo-simulation/outputs/final/debug/work/p1_p4_recovery_6/baseline/seed07,baseline_placeholder,BASELINE_P1_P4_RECOVERY_6,True,10.0,10.0,0.1,500.0,5.0,1,5,2.0,True,20877.0,policy_fixed_full_network_background,1.0,20877.0,3480,3480,3480,passenger,1.0,sampled10_route_file_count,passenger:1.0|taxi:0.0|bus:0.0|truck:0.0,all_network,all_network,full_network,full_network_fallback,full_network,3480,20877.0,1.0,30,30,0,0,0,3480,3480,3480,1.0,1.0,16562,0.6764778446105926,1.0,/Users/iseclient1/sumo-simulation/outputs/final/debug/work/p1_p4_recovery_6/baseline/seed07/demand_vehicle.rou.xml,/Users/iseclient1/sumo-simulation/outputs/final/debug/work/p1_p4_recovery_6/baseline/seed07/demand_vehicle.trips.xml,/Users/iseclient1/sumo-simulation/result/active/nets/p1_p4_recovery_6.net.xml,dd58308ea39bb8b6ef85489cc6ae3bea672ba950ed0539bb97f471bed44a3867,d0d42905444a5e9916d87b1ecebf1ee16349cb0d09148c93e55c980a049a8c23,a37fa3245655cc57bb40305aff83e6978b991f39624b4fe79f9d78599d2443b3,085024e4034c7e6b6f62a35c8e9556898073f1f47e4a35dce133acdfb7da3f06,False,,generated_sampled10_route_file,3207,3200,16562,0.7204941924,0.7204941924,sampled10_actual_ped_count,180.0,,,0.2,30,1.0,1.0,base,1.0,0.85,0.73,/Users/iseclient1/sumo-simulation/outputs/final/debug/work/p1_p4_recovery_6/baseline/seed07/demand_pedestrian.rou.xml,/Users/iseclient1/sumo-simulation/outputs/final/debug/work/p1_p4_recovery_6/baseline/seed07/peds_seed7.rou.xml,3480,3480,30,30
